Mix_ID,Cement Amount  (kg/m³),Cement type,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Amount  (kg/m³),Sand Type,Max Size (mm),Type of Fiber,Amount / Quantity of Fiber,Length (mm),Diameter (mm),Amount  (kg/m³).1,Type of Superplasticizer,Amount  (kg/m³).2,Specimen,Testing Standard,28-Day
FOS-II,657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,0.6,steel fibres,157.0,13.0,0.2,180.93,polycarboxylate-based,12.66,50 x 50 x 50,BS EN 1881Part 116,179.0
 RGC,657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,Natural River sand,0.6,steel fibres,157.0,13.0,0.2,180.93,polycarboxylate-based,12.66,50 x 50 x 50,BS EN 1881Part 116,158.0
ss,657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0, Silica sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,180.93,polycarboxylate-based,12.66,50 x 50 x 50 ,ASTM C109,145.1
FOS-I,657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.93,polycarboxylate-based,12.66,50 x 50 x 50 ,ASTM C109,145.1
FOS-II,657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.93,polycarboxylate-based,12.66,50 x 50 x 50 ,ASTM C109,145.1
 RGC,657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,Natural River sand,0.6,Straight Steel Fibers ,156.0,13.0,0.2,180.93,polycarboxylate-based,12.66,50 x 50 x 50 ,ASTM C109,145.1
UHPFRC,1050.0,CEM I 52.5 N,52.5,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,Quartz sand,0.6,steel fibres,470.0,10.0,0.2,190.0, Chryso Optima 175,35.0,cylindrical 110 mm x 220 mm,ASTM C109,175.0
2,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,39.0,12.0,0.2,224.0,polycarboxylate-based,42.0,cylinder (75 × 150 mm) ,ASTM C39,100.2
3,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,78.0,12.0,0.2,224.0,polycarboxylate-based,42.0,cylinder (75 × 150 mm) ,ASTM C39,110.8
4,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,117.0,12.0,0.2,224.0,polycarboxylate-based,42.0,cylinder (75 × 150 mm) ,ASTM C39,112.0
5,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,156.0,12.0,0.2,224.0,polycarboxylate-based,42.0,cylinder (75 × 150 mm) ,ASTM C39,115.2
6,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,195.0,12.0,0.2,224.0,polycarboxylate-based,42.0,cylinder (75 × 150 mm) ,ASTM C39,128.7
7,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,234.0,12.0,0.2,224.0,polycarboxylate-based,42.0,cylinder (75 × 150 mm) ,ASTM C39,133.9
1,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight Steel Fibers ,156.0,13.0,0.2,224.0,polycarboxylate-based,42.0,100 x 100 x 100,ASTM C109,107.4
2,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,39.0,12.0,0.2,224.0,polycarboxylate-based,42.0,100 x 100 x 100,ASTM C109,119.9
3,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,78.0,12.0,0.2,224.0,polycarboxylate-based,42.0,100 x 100 x 100,ASTM C109,126.6
4,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,117.0,12.0,0.2,224.0,polycarboxylate-based,42.0,100 x 100 x 100,ASTM C109,140.0
5,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,156.0,12.0,0.2,224.0,polycarboxylate-based,42.0,100 x 100 x 100,ASTM C109,163.4
6,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,195.0,12.0,0.2,224.0,polycarboxylate-based,42.0,100 x 100 x 100,ASTM C109,171.7
7,1050.0, Type I-42.5 N Portland cement,42.5,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,Basalt Sand,4.75,Straight steel fibres,234.0,12.0,0.2,224.0,polycarboxylate-based,42.0,100 x 100 x 100,ASTM C109,178.1
FA-0.20,960.0,Portland cement type CEM I 52.5 R,52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,1,Straight steel fibres,192.0,13.0,0.18,192.0,acrylic-based superplasticizer,28.0,cylinder specimens (diameter and height of 100 mm),EN 1015-11,121.4
FA-0.21,960.0,Portland cement type CEM I 52.5 R,52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,1,Straight steel fibres,192.0,13.0,0.18,202.0,acrylic-based superplasticizer,28.0,cylinder specimens (diameter and height of 100 mm),EN 1015-11,118.25
FA-0.22,960.0,Portland cement type CEM I 52.5 R,52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,1,Straight steel fibres,192.0,13.0,0.18,211.0,acrylic-based superplasticizer,28.0,cylinder specimens (diameter and height of 100 mm),EN 1015-11,113.72
FA-0.23,960.0,Portland cement type CEM I 52.5 R,52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,1,Straight steel fibres,192.0,13.0,0.18,221.0,acrylic-based superplasticizer,28.0,cylinder specimens (diameter and height of 100 mm),EN 1015-11,119.79
FA-0.24,960.0,Portland cement type CEM I 52.5 R,52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,1,Straight steel fibres,192.0,13.0,0.18,230.0,acrylic-based superplasticizer,28.0,cylinder specimens (diameter and height of 100 mm),EN 1015-11,116.2
FA-0.25,960.0,Portland cement type CEM I 52.5 R,52.5,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,1,Straight steel fibres,192.0,13.0,0.18,240.0,acrylic-based superplasticizer,28.0,cylinder specimens (diameter and height of 100 mm),EN 1015-11,114.89
SF-0.25,960.0,Portland cement type CEM I 52.5 R,52.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Locally available sand,1,Straight steel fibres,192.0,13.0,0.18,240.0,acrylic-based superplasticizer,28.0,cylinder specimens (diameter and height of 100 mm),EN 1015-11,123.39
SF0NS0,800.0, Portland cement (CEM I 42.5 R),42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,21.6,50 x 50 x 50,ASTM C39,115.0
SF0NS0.5,796.0, Portland cement (CEM I 42.5 R),42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1461.1,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,25.2,50 x 50 x 50,ASTM C39,116.0
SF0NS1,792.0, Portland cement (CEM I 42.5 R),42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1450.8,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,28.8,50 x 50 x 50,ASTM C39,121.0
SF0NS2,784.0, Portland cement (CEM I 42.5 R),42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1430.2,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,36.0,50 x 50 x 50,ASTM C39,124.0
SF0NS3,776.0, Portland cement (CEM I 42.5 R),42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1409.7,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,43.2,50 x 50 x 50,ASTM C39,119.5
SF10NS0,720.0, Portland cement (CEM I 42.5 R),42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.9,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,29.6,50 x 50 x 50,ASTM C39,120.0
SF10NS0.5,716.0, Portland cement (CEM I 42.5 R),42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.6,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,33.6,50 x 50 x 50,ASTM C39,125.0
SF10NS1,712.0, Portland cement (CEM I 42.5 R),42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1400.3,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,37.6,50 x 50 x 50,ASTM C39,130.0
SF10NS2,704.0, Portland cement (CEM I 42.5 R),42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1379.8,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,44.8,50 x 50 x 50,ASTM C39,132.0
SF10NS3,696.0, Portland cement (CEM I 42.5 R),42.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1359.2,Quartz sand,2.5,Straight Steel Fibers ,156.0,13.0,0.2,160.0,superplasticizer (SP) of polycarboxilate type,52.0,50 x 50 x 50,ASTM C39,128.0
SFS,692.0,Portland cement type 1 (52.5 R),52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,148.0
GBS,692.0,Portland cement type 1 (52.5 R),52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,135.0
GBSF,692.0,Portland cement type 1 (52.5 R),52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,145.0
 FAS,692.0,Portland cement type 1 (52.5 R),52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,134.0
 FASF,692.0,Portland cement type 1 (52.5 R),52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,150.0
SFS,692.0,Portland cement type 1 (52.5 R),52.5,166.1,0.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,180.0
GBS,692.0,Portland cement type 1 (52.5 R),52.5,0.0,0.0,0.0,200.1,0.0,0.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,152.0
GBSF,692.0,Portland cement type 1 (52.5 R),52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,162.0
 FAS,692.0,Portland cement type 1 (52.5 R),52.5,0.0,196.0,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,165.0
 FASF,692.0,Portland cement type 1 (52.5 R),52.5,99.7,78.4,0.0,200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand ,0.6,Straight Steel Fiber ,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,40 X 40 X 40 ,BS EN 196–1,155.0
2,710.0,Portland cement,52.5,230.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,Locally available sand,0.6,Steel Fiber ,156.0,13.0,0.2,110.0,High-range water_x0002_reducing admixture,31.0,Cylinder 75 x 150 ,ASTM C 39,119.0
2,710.0,Portland cement,52.5,230.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,Locally available sand,0.6,Steel Fiber ,156.0,13.0,0.2,110.0,High-range water_x0002_reducing admixture,31.0,Cylinder 75 x 150 ,ASTM C 39,198.0
CSF,1251.2, cement CEM I 52.5N,52.5,291.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.8,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,201.4,GLE NIUM®SKY 561 superplasticizer,28.2,40 x 40 x 40 ,ASTM C109,146.0
CSFLS34,825.8, cement CEM I 52.5N,52.5,192.3,0.0,486.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.4,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,201.4,GLE NIUM®SKY 561 superplasticizer,10.5,40 x 40 x 40 ,ASTM C109,165.0
CSFLS54,575.6, cement CEM I 52.5N,52.5,134.0,0.0,772.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.7,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,201.4,GLE NIUM®SKY 561 superplasticizer,5.1,40 x 40 x 40 ,ASTM C109,158.0
 CSFLS74,325.3, cement CEM I 52.5N,52.5,75.7,0.0,1058.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.4,Quartz sand,0.3,Straight Steel Fibers ,156.0,13.0,0.2,201.4,GLE NIUM®SKY 561 superplasticizer,5.2,40 x 40 x 40 ,ASTM C109,112.0
 MK0-F2   ,550.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.175,170.0, polycarboxylic ether-based superplasticizer,25.0,40 x 40 x 160,BS EN 196-1,140.0
 MK6-F0   ,490.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,170.0, polycarboxylic ether-based superplasticizer,25.0,40 x 40 x 160,BS EN 196-1,80.0
 MK6-F2   ,490.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.175,170.0, polycarboxylic ether-based superplasticizer,25.0,40 x 40 x 160,BS EN 196-1,143.0
 MK10-F0  ,450.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,170.0, polycarboxylic ether-based superplasticizer,25.0,40 x 40 x 160,BS EN 196-1,86.0
 MK10-F2  ,450.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.175,170.0, polycarboxylic ether-based superplasticizer,25.0,40 x 40 x 160,BS EN 196-1,153.0
 MK14-F0  ,410.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,Straight Steel Fibers ,156.0,13.0,0.2,170.0, polycarboxylic ether-based superplasticizer,25.0,40 x 40 x 160,BS EN 196-1,83.0
 MK14-F2  ,410.0,P.II52.5,52.5,100.0,350.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Natural River sand,2.36,Steel Fiber ,156.0,13.0,0.175,170.0, polycarboxylic ether-based superplasticizer,25.0,40 x 40 x 160,BS EN 196-1,130.0
LP0,741.0,PC-type I,52.5,185.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,Silica sand,0.85,Steel fiber,151.0,13.0,0.2,185.0,PCE-based sppl,9.0,50 x 50 x 50  ,ASTM C109/C109M-16a,167.0
LP25,741.0,PC-type I,52.5,185.0,0.0,194.25,64.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,Silica sand,0.85,Steel fiber,151.0,13.0,0.2,185.0,PCE-based sppl,9.0,50 x 50 x 50  ,ASTM C109/C109M-16a,159.0
LP50,741.0,PC-type I,52.5,185.0,0.0,129.5,129.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,Silica sand,0.85,Steel fiber,151.0,13.0,0.2,185.0,PCE-based sppl,9.0,50 x 50 x 50  ,ASTM C109/C109M-16a,160.0
LP75,741.0,PC-type I,52.5,185.0,0.0,64.75,194.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,Silica sand,0.85,Steel fiber,151.0,13.0,0.2,185.0,PCE-based sppl,9.0,50 x 50 x 50  ,ASTM C109/C109M-16a,158.0
LP100,741.0,PC-type I,52.5,185.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,Silica sand,0.85,Steel fiber,151.0,13.0,0.2,185.0,PCE-based sppl,9.0,50 x 50 x 50  ,ASTM C109/C109M-16a,155.0
R0,700.0,Class 42.5 Ordinary Portland cement,42.5,100.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,Quartz sand,0.6,Steel fiber,156.0,13.0,0.22,160.0,polycarboxylate superplasticizer,18.0,100 x 100 x 100,Chinese standards GB/T 50081-2002,154.0
R1,600.0,Class 42.5 Ordinary Portland cement,42.5,100.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,850.0,Quartz sand,0.6,Steel fiber,156.0,13.0,0.22,160.0,polycarboxylate superplasticizer,18.0,100 x 100 x 100,Chinese standards GB/T 50081-2002,144.0
R2,550.0,Class 42.5 Ordinary Portland cement,42.5,100.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,850.0,Quartz sand,0.6,Steel fiber,156.0,13.0,0.22,160.0,polycarboxylate superplasticizer,18.0,100 x 100 x 100,Chinese standards GB/T 50081-2002,141.0
R3,500.0,Class 42.5 Ordinary Portland cement,42.5,100.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,850.0,Quartz sand,0.6,Steel fiber,156.0,13.0,0.22,160.0,polycarboxylate superplasticizer,18.0,100 x 100 x 100,Chinese standards GB/T 50081-2002,132.0
 C       ,810.0,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,100 x 100 x 100,Chinese National Standard GB/T50081-2002,156.0
 S1      ,769.5,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,1200.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,100 x 100 x 100,Chinese National Standard GB/T50081-2002,154.5
 S2      ,729.0,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,1200.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,100 x 100 x 100,Chinese National Standard GB/T50081-2002,153.0
 S3      ,688.5,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.5,0.0,0.0,0.0,0.0,0.0,1200.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,100 x 100 x 100,Chinese National Standard GB/T50081-2002,149.0
 S4      ,648.0,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,1200.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,100 x 100 x 100,Chinese National Standard GB/T50081-2002,141.0
 AS1     ,810.0,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1050.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,100 x 100 x 100,Chinese National Standard GB/T50081-2002,158.0
 AS2     ,810.0,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,900.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,100 x 100 x 100,Chinese National Standard GB/T50081-2002,161.0
